Date,ticker,trailing_volatility_20d,rolling_volatility_5d,daily_return,predicted_future_volatility_20d,prediction_target_date,prediction_minus_trailing,absolute_difference,ratio_predicted_to_trailing
2026-08-04,AMZN,0.04062626881962,0.0711307268855142,-0.0232377150948336,0.0185531217359099,2026-08-05,-0.022073147083710096,0.022073147083710096,0.45667796415874357
2026-08-04,MSFT,0.0385978139651722,0.0636838429343802,0.0105813672238139,0.0184214155296043,2026-08-05,-0.0201763984355679,0.0201763984355679,0.47726577329551406
2026-08-04,CAT,0.0282364370672401,0.047511693077409,0.0560340555026277,0.0173296415807085,2026-08-05,-0.0109067954865316,0.0109067954865316,0.6137332957214471
2026-08-04,LMT,0.026264450325068,0.013771080273884,0.0051852141029744,0.0164164169773933,2026-08-05,-0.009848033347674697,0.009848033347674697,0.6250432342657756
2026-08-04,AAPL,0.0236996786634073,0.0341740056429684,0.0196427104057774,0.0189183207336576,2026-08-05,-0.004781357929749701,0.004781357929749701,0.7982522042743053
2026-08-04,NEE,0.0084328792524098,0.0073674074506658,0.0075100389782269,0.0115025709981347,2026-08-05,0.0030696917457248996,0.0030696917457248996,1.3640146685187857
2026-08-04,KO,0.0187597881657244,0.0077069900488962,-0.0034538688654125,0.0159012337303111,2026-08-05,-0.0028585544354132984,0.0028585544354132984,0.8476233094872521
2026-08-04,SPY,0.0091581196663859,0.0138190533181648,0.0180290027159586,0.0116169262449798,2026-08-05,0.0024588065785938994,0.0024588065785938994,1.2684837792214858
2026-08-04,VXUS,0.0112327781623268,0.0154958701507532,0.016819576119007,0.0136834919546246,2026-08-05,0.0024507137922978005,0.0024507137922978005,1.2181752151499936
2026-08-04,VZ,0.0182978834079248,0.0179227686548528,-0.0101351253389007,0.0164755876633288,2026-08-05,-0.0018222957445959975,0.0018222957445959975,0.9004094788467849
2026-08-04,PG,0.013744356200827,0.0159830020545927,0.020969809343553,0.0155531843219099,2026-08-05,0.001808828121082899,0.001808828121082899,1.131605154483268
2026-08-04,V,0.0124425993204034,0.0067384529342707,0.0107200010014791,0.0140831759344756,2026-08-05,0.0016405766140721988,0.0016405766140721988,1.131851598836103
2026-08-04,JPM,0.0146807258272605,0.0210051489891032,0.0138384022303863,0.0160558745475226,2026-08-05,0.0013751487202621013,0.0013751487202621013,1.0936703495755367
2026-08-04,TLT,0.0055546371416247,0.0094031564813829,0.007665132433438,0.006884590689009,2026-08-05,0.0013299535473843003,0.0013299535473843003,1.2394312199833986
2026-08-04,GLD,0.0130979996044534,0.0114119342941572,0.006591192766814,0.0143194053810229,2026-08-05,0.0012214057765694997,0.0012214057765694997,1.0932513218395743
2026-08-04,LLY,0.0181289077840501,0.0173577736032469,-0.0050652169818992,0.0169539451209705,2026-08-05,-0.0011749626630795998,0.0011749626630795998,0.9351884472536544
2026-08-04,UNH,0.0156255979693406,0.0112532241644435,-0.0188029608870082,0.0165791333848324,2026-08-05,0.0009535354154918026,0.0009535354154918026,1.0610239312033216
2026-08-04,VNQ,0.0090561159491704,0.0048674190691955,-0.0015140963595535,0.0099393351067362,2026-08-05,0.0008832191575658,0.0008832191575658,1.0975273685234461
2026-08-04,XOM,0.0153732787718848,0.0135357393732758,-0.007093969186417,0.0159320908972454,2026-08-05,0.0005588121253605992,0.0005588121253605992,1.0363495734158268
2026-08-04,QQQ,0.0165816552263765,0.0224107504987779,0.0339679860770063,0.0163782550395124,2026-08-05,-0.0002034001868641,0.0002034001868641,0.9877334208143135
2026-08-04,AGG,0.0023806340058836,0.0033032257599985,0.0041127032396999,0.002464372871966,2026-08-05,8.373886608240011e-05,8.373886608240011e-05,1.0351750272723335
